mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
4.9,"114 km WNW of Rabaul, Papua New Guinea",1699764478857,1699767376040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lafc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lafc&format=geojson,,,,,reviewed,0,369,us,7000lafc,",us7000lafc,",",us,",",origin,phase-data,",39.0,1.022,0.82,87.0,mb,earthquake,"M 4.9 - 114 km WNW of Rabaul, Papua New Guinea"
1.43,"6 km WNW of The Geysers, CA",1699764177120,1700635931490,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73961926,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73961926&format=geojson,,,,,reviewed,0,31,nc,73961926,",nc73961926,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",52.0,0.01034,0.04,56.0,md,earthquake,"M 1.4 - 6 km WNW of The Geysers, CA"
1.27,"91 km W of Adak, Alaska",1699764016030,1699768009290,,https://earthquake.usgs.gov/earthquakes/eventpage/av92115971,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92115971&format=geojson,,,,,reviewed,0,25,av,92115971,",av92115971,",",av,",",origin,phase-data,",4.0,,0.24,192.0,ml,earthquake,"M 1.3 - 91 km W of Adak, Alaska"
2.3,"56 km S of Whites City, New Mexico",1699763893522,1699876932609,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023wdwr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023wdwr&format=geojson,,,,,reviewed,0,81,tx,2023wdwr,",tx2023wdwr,",",tx,",",origin,phase-data,",11.0,0.0,0.2,71.0,ml(texnet),earthquake,"M 2.3 - 56 km S of Whites City, New Mexico"
1.5,"70 km SE of Denali National Park, Alaska",1699763810104,1701283645384,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023eiof86a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023eiof86a&format=geojson,,,,,reviewed,0,35,ak,023eiof86a,",ak023eiof86a,",",ak,",",origin,phase-data,",,,0.37,,ml,earthquake,"M 1.5 - 70 km SE of Denali National Park, Alaska"
1.3,"7 km ESE of Beluga, Alaska",1699763703960,1701283652369,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023eioewu4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023eioewu4&format=geojson,,,,,reviewed,0,26,ak,023eioewu4,",ak023eioewu4,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 1.3 - 7 km ESE of Beluga, Alaska"
1.03,"91 km W of Adak, Alaska",1699763677010,1699768272340,,https://earthquake.usgs.gov/earthquakes/eventpage/av92115961,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92115961&format=geojson,,,,,reviewed,0,16,av,92115961,",av92115961,",",av,",",origin,phase-data,",4.0,,0.26,182.0,ml,earthquake,"M 1.0 - 91 km W of Adak, Alaska"
1.4,Central Alaska,1699763143253,1701283645172,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023eiocuoz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023eiocuoz&format=geojson,,,,,reviewed,0,30,ak,023eiocuoz,",ak023eiocuoz,",",ak,",",origin,phase-data,",,,0.4,,ml,earthquake,M 1.4 - Central Alaska
1.08,"Andreanof Islands, Aleutian Islands, Alaska",1699762934220,1699768693380,,https://earthquake.usgs.gov/earthquakes/eventpage/av92115936,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92115936&format=geojson,,,,,reviewed,0,18,av,92115936,",av92115936,",",av,",",origin,phase-data,",4.0,,0.22,212.0,ml,earthquake,"M 1.1 - Andreanof Islands, Aleutian Islands, Alaska"
1.04,"10 km E of Crowder, Oklahoma",1699762138939,1699904208044,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023wdvr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023wdvr&format=geojson,,,,,reviewed,0,17,ok,2023wdvr,",ok2023wdvr,",",ok,",",origin,phase-data,",30.0,0.1052793406,0.24,121.0,ml,earthquake,"M 1.0 - 10 km E of Crowder, Oklahoma"
1.1,Central Alaska,1699761946072,1701292107206,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023eio8kmc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023eio8kmc&format=geojson,,,,,reviewed,0,19,ak,023eio8kmc,",ak023eio8kmc,",",ak,",",origin,phase-data,",,,0.33,,ml,explosion,M 1.1 Explosion - Central Alaska
1.3,"11 km NNE of Yucaipa, CA",1699761931150,1699900653900,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39711970,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39711970&format=geojson,,,,,reviewed,0,26,ci,39711970,",ci39711970,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",70.0,0.04609,0.14,31.0,ml,earthquake,"M 1.3 - 11 km NNE of Yucaipa, CA"
2.19,"10 km E of Crowder, Oklahoma",1699761135660,1699885677082,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023wdvd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2023wdvd&format=geojson,,,,,reviewed,0,74,ok,2023wdvd,",ok2023wdvd,",",ok,",",origin,phase-data,",75.0,0.1052793406,0.28,82.0,ml,earthquake,"M 2.2 - 10 km E of Crowder, Oklahoma"
2.0,"89 km W of Adak, Alaska",1699760898720,1699766739900,,https://earthquake.usgs.gov/earthquakes/eventpage/av92115911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92115911&format=geojson,,,,,reviewed,0,62,av,92115911,",av92115911,",",av,",",origin,phase-data,",5.0,,0.1,172.0,ml,earthquake,"M 2.0 - 89 km W of Adak, Alaska"
1.5,"39 km WSW of Mentone, Texas",1699760700082,1700150309659,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023wdux,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023wdux&format=geojson,,,,,reviewed,0,35,tx,2023wdux,",tx2023wdux,",",tx,",",origin,phase-data,",15.0,0.0,0.2,60.0,ml(texnet),earthquake,"M 1.5 - 39 km WSW of Mentone, Texas"
2.8,"179 km WSW of Adak, Alaska",1699760697397,1701301370040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lemn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lemn&format=geojson,,,,,reviewed,0,121,us,7000lemn,",ak023einvit3,us7000lemn,",",ak,us,",",origin,phase-data,",16.0,0.227,1.04,192.0,ml,earthquake,"M 2.8 - 179 km WSW of Adak, Alaska"
1.22,"10 km WNW of The Geysers, CA",1699760379760,1700614450446,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73961921,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73961921&format=geojson,1.0,0.0,,,reviewed,0,23,nc,73961921,",nc73961921,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",45.0,0.001866,0.04,40.0,md,earthquake,"M 1.2 - 10 km WNW of The Geysers, CA"
0.48,"85 km NNW of Karluk, Alaska",1699760178700,1699907930490,,https://earthquake.usgs.gov/earthquakes/eventpage/av92115896,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92115896&format=geojson,,,,,reviewed,0,4,av,92115896,",av92115896,",",av,",",origin,phase-data,",5.0,,0.14,201.0,ml,earthquake,"M 0.5 - 85 km NNW of Karluk, Alaska"
2.19,"9 km SSW of Volcano, Hawaii",1699759995430,1700188540570,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73644637,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73644637&format=geojson,,,,,reviewed,0,74,hv,73644637,",hv73644637,",",hv,",",origin,phase-data,",27.0,,0.11,104.0,ml,earthquake,"M 2.2 - 9 km SSW of Volcano, Hawaii"
1.18,"Andreanof Islands, Aleutian Islands, Alaska",1699759742390,1699770355250,,https://earthquake.usgs.gov/earthquakes/eventpage/av92115881,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92115881&format=geojson,,,,,reviewed,0,21,av,92115881,",av92115881,",",av,",",origin,phase-data,",4.0,,0.12,217.0,ml,earthquake,"M 1.2 - Andreanof Islands, Aleutian Islands, Alaska"
1.3,"7 km SSE of Eagle River, Alaska",1699759507421,1701283651958,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023einrcc6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023einrcc6&format=geojson,,,,,reviewed,0,26,ak,023einrcc6,",ak023einrcc6,",",ak,",",origin,phase-data,",,,0.54,,ml,earthquake,"M 1.3 - 7 km SSE of Eagle River, Alaska"
1.8,"89 km W of Adak, Alaska",1699759175690,1699766525630,,https://earthquake.usgs.gov/earthquakes/eventpage/av92115851,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92115851&format=geojson,,,,,reviewed,0,50,av,92115851,",av92115851,",",av,",",origin,phase-data,",5.0,,0.14,173.0,ml,earthquake,"M 1.8 - 89 km W of Adak, Alaska"
1.03,"89 km W of Adak, Alaska",1699758996340,1699905564670,,https://earthquake.usgs.gov/earthquakes/eventpage/av92115841,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92115841&format=geojson,,,,,reviewed,0,16,av,92115841,",av92115841,",",av,",",origin,phase-data,",4.0,,0.18,156.0,ml,earthquake,"M 1.0 - 89 km W of Adak, Alaska"
1.03,"90 km W of Adak, Alaska",1699758942580,1699905168850,,https://earthquake.usgs.gov/earthquakes/eventpage/av92115836,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92115836&format=geojson,,,,,reviewed,0,16,av,92115836,",av92115836,",",av,",",origin,phase-data,",4.0,,0.08,194.0,ml,earthquake,"M 1.0 - 90 km W of Adak, Alaska"
2.42,"1 km WSW of Guayanilla, Puerto Rico",1699758779180,1699759830900,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71431258,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71431258&format=geojson,,,,,reviewed,0,90,pr,71431258,",pr71431258,",",pr,",",origin,phase-data,",23.0,0.01656,0.2,148.0,md,earthquake,"M 2.4 - 1 km WSW of Guayanilla, Puerto Rico"
2.2,"51 km S of Whites City, New Mexico",1699758625772,1699881162849,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023wdtt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023wdtt&format=geojson,,,,,reviewed,0,74,tx,2023wdtt,",tx2023wdtt,",",tx,",",origin,phase-data,",34.0,0.1,0.2,66.0,ml(texnet),earthquake,"M 2.2 - 51 km S of Whites City, New Mexico"
1.9,"54 km S of Whites City, New Mexico",1699758538346,1699760999829,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023wdtx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023wdtx&format=geojson,,,,,automatic,0,56,tx,2023wdtx,",tx2023wdtx,",",tx,",",origin,phase-data,",6.0,0.0,0.7,89.0,mlv,earthquake,"M 1.9 - 54 km S of Whites City, New Mexico"
1.47,"88 km W of Adak, Alaska",1699758479750,1699770684530,,https://earthquake.usgs.gov/earthquakes/eventpage/av92115816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92115816&format=geojson,,,,,reviewed,0,33,av,92115816,",av92115816,",",av,",",origin,phase-data,",4.0,,0.17,215.0,ml,earthquake,"M 1.5 - 88 km W of Adak, Alaska"
1.3,"55 km NNW of Petersville, Alaska",1699758410485,1701283651771,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023einnd20,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023einnd20&format=geojson,,,,,reviewed,0,26,ak,023einnd20,",ak023einnd20,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 1.3 - 55 km NNW of Petersville, Alaska"
1.2,"88 km W of Adak, Alaska",1699758321240,1699771029240,,https://earthquake.usgs.gov/earthquakes/eventpage/av92115811,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92115811&format=geojson,,,,,reviewed,0,22,av,92115811,",av92115811,",",av,",",origin,phase-data,",4.0,,0.21,218.0,ml,earthquake,"M 1.2 - 88 km W of Adak, Alaska"
3.4,"71 km NNW of San Antonio, Puerto Rico",1699758241370,1699761909040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71431253,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71431253&format=geojson,,,,,reviewed,0,178,pr,71431253,",us7000laf2,pr71431253,",",us,pr,",",origin,phase-data,",14.0,0.6265,0.25,298.0,md,earthquake,"M 3.4 - 71 km NNW of San Antonio, Puerto Rico"
1.65,"89 km W of Adak, Alaska",1699758134980,1699901638230,,https://earthquake.usgs.gov/earthquakes/eventpage/av92115801,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92115801&format=geojson,,,,,reviewed,0,42,av,92115801,",av92115801,",",av,",",origin,phase-data,",5.0,,0.13,167.0,ml,earthquake,"M 1.7 - 89 km W of Adak, Alaska"
2.01,"14 km SW of Volcano, Hawaii",1699758015820,1700189149980,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73644602,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73644602&format=geojson,,,,,reviewed,0,62,hv,73644602,",hv73644602,",",hv,",",origin,phase-data,",22.0,,0.11,88.0,md,earthquake,"M 2.0 - 14 km SW of Volcano, Hawaii"
3.5,,1699757912475,1701292106982,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000laf8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000laf8&format=geojson,,,,,reviewed,0,188,us,7000laf8,",av92115796,ak023eind19r,us7000laf8,",",av,ak,us,",",origin,phase-data,",13.0,0.044,0.29,138.0,ml,earthquake,M 3.5 - 
1.91,"13 km NE of Pāhala, Hawaii",1699757141410,1700188892760,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73644577,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73644577&format=geojson,,,,,reviewed,0,56,hv,73644577,",hv73644577,",",hv,",",origin,phase-data,",25.0,,0.14,106.0,md,earthquake,"M 1.9 - 13 km NE of Pāhala, Hawaii"
4.8,Fiji region,1699756751026,1699758263040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000laex,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000laex&format=geojson,,,,,reviewed,0,354,us,7000laex,",us7000laex,",",us,",",origin,phase-data,",76.0,3.011,0.81,57.0,mb,earthquake,M 4.8 - Fiji region
0.77,"7 km NW of The Geysers, CA",1699756732620,1699764310968,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73961916,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73961916&format=geojson,,,,,automatic,0,9,nc,73961916,",nc73961916,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.002588,0.02,53.0,md,earthquake,"M 0.8 - 7 km NW of The Geysers, CA"
1.27,"89 km W of Adak, Alaska",1699756451550,1699901382160,,https://earthquake.usgs.gov/earthquakes/eventpage/av92115766,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av92115766&format=geojson,,,,,reviewed,0,25,av,92115766,",av92115766,",",av,",",origin,phase-data,",5.0,,0.13,182.0,ml,earthquake,"M 1.3 - 89 km W of Adak, Alaska"
2.2,"29 km NNE of Karluk, Alaska",1699756297241,1701283644561,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023ein79gh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023ein79gh&format=geojson,,,,,reviewed,0,74,ak,023ein79gh,",ak023ein79gh,",",ak,",",origin,phase-data,",,,0.44,,ml,earthquake,"M 2.2 - 29 km NNE of Karluk, Alaska"
1.23,"8 km ENE of El Centro, CA",1699756241640,1699899702508,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39711938,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39711938&format=geojson,,,,,reviewed,0,23,ci,39711938,",ci39711938,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.02368,0.26,128.0,ml,earthquake,"M 1.2 - 8 km ENE of El Centro, CA"
1.6,"76 km S of Deering, Alaska",1699755507808,1701292109198,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023ein4gab,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023ein4gab&format=geojson,,,,,reviewed,0,39,ak,023ein4gab,",ak023ein4gab,",",ak,",",origin,phase-data,",,,0.42,,ml,earthquake,"M 1.6 - 76 km S of Deering, Alaska"
1.1,"98 km S of McCarthy, Alaska",1699755332151,1701283644355,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023ein3si1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023ein3si1&format=geojson,,,,,reviewed,0,19,ak,023ein3si1,",ak023ein3si1,",",ak,",",origin,phase-data,",,,0.61,,ml,earthquake,"M 1.1 - 98 km S of McCarthy, Alaska"
2.3,"New Brunswick, Canada",1699754952652,1699885655040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000lan1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lan1&format=geojson,,,,,reviewed,0,81,us,7000lan1,",us7000lan1,",",us,",",origin,phase-data,",7.0,0.27,0.43,119.0,ml,earthquake,"M 2.3 - New Brunswick, Canada"
5.2,,1699754774797,1699757074040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000laer,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000laer&format=geojson,,,,,reviewed,0,416,us,7000laer,",usauto7000laer,us7000laer,",",usauto,us,",",internal-moment-tensor,origin,phase-data,",105.0,5.942,0.82,25.0,mww,earthquake,M 5.2 - 
1.76999998,"10 km SW of Volcano, Hawaii",1699754105810,1699754282740,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73644547,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73644547&format=geojson,,,,,automatic,0,48,hv,73644547,",hv73644547,",",hv,",",origin,phase-data,",15.0,,0.230000004,112.0,md,earthquake,"M 1.8 - 10 km SW of Volcano, Hawaii"
1.1,"36 km E of Denali National Park, Alaska",1699754086560,1701283644143,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023eimqrx5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023eimqrx5&format=geojson,,,,,reviewed,0,19,ak,023eimqrx5,",ak023eimqrx5,",",ak,",",origin,phase-data,",,,0.82,,ml,earthquake,"M 1.1 - 36 km E of Denali National Park, Alaska"
1.09,"8 km NW of The Geysers, CA",1699754051920,1699754831031,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73961911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73961911&format=geojson,,,,,automatic,0,18,nc,73961911,",nc73961911,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.008494,0.02,62.0,md,earthquake,"M 1.1 - 8 km NW of The Geysers, CA"
2.83,"46 km WSW of Ferndale, CA",1699753954880,1700034971144,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73961906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73961906&format=geojson,,,,,reviewed,0,123,nc,73961906,",nc73961906,us7000laep,",",nc,us,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",84.0,0.3507,0.18,224.0,md,earthquake,"M 2.8 - 46 km WSW of Ferndale, CA"
1.08,"6 km NW of The Geysers, CA",1699753936290,1699754591012,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73961901,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73961901&format=geojson,,,,,automatic,0,18,nc,73961901,",nc73961901,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",27.0,0.009703,0.02,33.0,md,earthquake,"M 1.1 - 6 km NW of The Geysers, CA"
1.05,"8 km NW of The Geysers, CA",1699753357470,1699753991949,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73961896,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73961896&format=geojson,,,,,automatic,0,17,nc,73961896,",nc73961896,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.007427,0.01,47.0,md,earthquake,"M 1.1 - 8 km NW of The Geysers, CA"
1.5,"Kenai Peninsula, Alaska",1699753279310,1701283651404,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023eimnxi3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023eimnxi3&format=geojson,,,,,reviewed,0,35,ak,023eimnxi3,",ak023eimnxi3,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.5 - Kenai Peninsula, Alaska"
0.86,"21 km NNE of Arvin, CA",1699753215770,1699800884835,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39711930,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39711930&format=geojson,,,,,reviewed,0,11,ci,39711930,",ci39711930,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.1115,0.07,106.0,ml,earthquake,"M 0.9 - 21 km NNE of Arvin, CA"
4.4,"94 km NW of Sola, Vanuatu",1699753139715,1700185096040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lnv1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lnv1&format=geojson,,,,,reviewed,0,298,us,6000lnv1,",us6000lnv1,",",us,",",origin,phase-data,",34.0,7.768,0.64,121.0,mb,earthquake,"M 4.4 - 94 km NW of Sola, Vanuatu"
4.4,"61 km W of San Antonio de los Cobres, Argentina",1699752808082,1699754030040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000laem,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000laem&format=geojson,,,,,reviewed,0,298,us,7000laem,",us7000laem,",",us,",",origin,phase-data,",44.0,1.689,0.84,53.0,mb,earthquake,"M 4.4 - 61 km W of San Antonio de los Cobres, Argentina"
1.29,"13 km W of Toms Place, CA",1699752767020,1700001250671,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73961891,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73961891&format=geojson,,,,,reviewed,0,26,nc,73961891,",nc73961891,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.03742,0.03,200.0,md,earthquake,"M 1.3 - 13 km W of Toms Place, CA"
2.0,"8 km NE of Toyah, Texas",1699752681737,1700006582964,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023wdqm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023wdqm&format=geojson,,,,,reviewed,0,62,tx,2023wdqm,",tx2023wdqm,",",tx,",",origin,phase-data,",15.0,0.1,0.2,49.0,ml(texnet),earthquake,"M 2.0 - 8 km NE of Toyah, Texas"
1.8,,1699752621742,1701283651214,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023eimlkta,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023eimlkta&format=geojson,,,,,reviewed,0,50,ak,023eimlkta,",ak023eimlkta,",",ak,",",origin,phase-data,",,,0.66,,ml,earthquake,M 1.8 - 
4.2,Banda Sea,1699752552329,1700183948040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lnv2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lnv2&format=geojson,,,,,reviewed,0,271,us,6000lnv2,",us6000lnv2,",",us,",",origin,phase-data,",14.0,1.363,0.81,121.0,mb,earthquake,M 4.2 - Banda Sea
2.3,"67 km SSE of Atka, Alaska",1699750707219,1701292106798,,https://earthquake.usgs.gov/earthquakes/eventpage/ak023eim660s,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak023eim660s&format=geojson,,,,,reviewed,0,81,ak,023eim660s,",ak023eim660s,",",ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 2.3 - 67 km SSE of Atka, Alaska"
1.36,"8 km NW of The Geysers, CA",1699750655090,1700602040301,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73961886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73961886&format=geojson,,,,,reviewed,0,28,nc,73961886,",nc73961886,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",42.0,0.006301,0.03,43.0,md,earthquake,"M 1.4 - 8 km NW of The Geysers, CA"
1.05,"2 km ESE of The Geysers, CA",1699750344960,1699750870653,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73961881,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73961881&format=geojson,,,,,automatic,0,17,nc,73961881,",nc73961881,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.0154,0.05,72.0,md,earthquake,"M 1.1 - 2 km ESE of The Geysers, CA"
1.9,,1699749876841,1700068196595,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023wdoy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023wdoy&format=geojson,,,,,reviewed,0,56,tx,2023wdoy,",tx2023wdoy,",",tx,",",origin,phase-data,",19.0,0.1,0.1,78.0,ml(texnet),earthquake,M 1.9 - 
4.4,Banda Sea,1699749810093,1700260567040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000lnv0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lnv0&format=geojson,,,,,reviewed,0,298,us,6000lnv0,",us6000lnv0,",",us,",",origin,phase-data,",15.0,2.07,0.75,125.0,mb,earthquake,M 4.4 - Banda Sea
1.6,"51 km S of Whites City, New Mexico",1699749609430,1699989338141,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023wdow,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023wdow&format=geojson,,,,,reviewed,0,39,tx,2023wdow,",tx2023wdow,",",tx,",",origin,phase-data,",22.0,0.1,0.2,61.0,ml(texnet),earthquake,"M 1.6 - 51 km S of Whites City, New Mexico"
4.2,"Izu Islands, Japan region",1699749605357,1701583463040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000laej,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000laej&format=geojson,,,,,reviewed,0,271,us,7000laej,",us7000laej,",",us,",",origin,phase-data,",90.0,3.395,0.62,47.0,mb,earthquake,"M 4.2 - Izu Islands, Japan region"
1.7,western Texas,1699749576208,1699986559274,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023wdou,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023wdou&format=geojson,,,,,reviewed,0,44,tx,2023wdou,",tx2023wdou,",",tx,",",origin,phase-data,",14.0,0.0,0.3,157.0,ml(texnet),earthquake,M 1.7 - western Texas
2.1,"7 km NE of Toyah, Texas",1699749323487,1699874409399,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2023wdoq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2023wdoq&format=geojson,,,,,reviewed,0,68,tx,2023wdoq,",tx2023wdoq,",",tx,",",origin,phase-data,",27.0,0.1,0.2,42.0,ml(texnet),earthquake,"M 2.1 - 7 km NE of Toyah, Texas"
0.29,"6 km NW of The Geysers, CA",1699749311020,1699750031583,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73961876,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73961876&format=geojson,,,,,automatic,0,1,nc,73961876,",nc73961876,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.003991,0.02,72.0,md,earthquake,"M 0.3 - 6 km NW of The Geysers, CA"
